ID,Name,Sex,Height,Weight,Regions
45620,"David Patrick ""Dave"" Hannan",男,178.0,82.0,{'加拿大'}
45622,Sven Hannawald (Phler-),男,184.0,64.0,{'德国'}
45630,Ren Hannemann,男,188.0,80.0,{'德国'}
45640,Sirli Hanni,女,175.0,60.0,{'爱沙尼亚'}
45643,Janne Tapio Hnninen,男,177.0,83.0,{'芬兰'}
45646,Kirsi Maaria Hnninen,女,176.0,67.0,{'芬兰'}
45647,Seppo Juhani Hnninen,男,179.0,75.5,{'芬兰'}
45651,Mika Stefan Hannula,男,179.0,86.0,{'瑞典'}
45661,Ralph Lawrence Hansch,男,NAN,NAN,{'加拿大'}
45665,Frida Marie Hansdotter,女,173.0,67.0,{'瑞典'}
45666,Artur Hanse,男,180.0,75.0,{'葡萄牙'}
45678,Basil I. Hansen,男,NAN,NAN,{'澳大利亚'}
45685,Brian Hansen,男,183.0,82.0,{'美国'}
45686,Alan Brian Christian Hansen,男,187.0,88.0,{'丹麦'}
45694,"Douglas ""Doug"" Hansen",男,170.0,65.0,{'加拿大'}
45707,"Francis Louis ""Frank"" Hansen",男,NAN,NAN,{'美国'}
45740,Jan Erik Hansen,男,NAN,NAN,{'挪威'}
45762,Kate Elizabeth Hansen,女,170.0,59.0,{'美国'}
45764,Keltie Hansen,女,165.0,54.0,{'加拿大'}
45766,Kieran Hansen,男,176.0,78.0,{'澳大利亚'}
45775,Mads Hansen,男,185.0,88.0,{'挪威'}
45802,Svein Norman Hansen,男,170.0,85.0,{'挪威'}
45809,Tom Hansen,男,182.0,70.0,{'加拿大'}
45820,William Gabriel Christian Jules Lon Hansez,男,183.0,NAN,{'比利时'}
45827,Gustav Einar Hanson,男,NAN,NAN,{'美国'}
45838,Terje Ludvik Hanssen,男,193.0,82.0,{'挪威'}
45839,Wiggo Kay Hanssen,男,NAN,NAN,{'挪威'}
45842,Anna Erika Hansson,女,171.0,66.0,{'瑞典'}
45843,Hans Hansson,男,NAN,NAN,{'瑞典'}
45844,Hans Nils Erik Hansson,男,182.0,82.0,{'瑞典'}
45853,Lars Martin Hansson,男,177.0,65.0,{'瑞典'}
45856,Kent Roger Hansson,男,186.0,83.0,{'瑞典'}
45867,Kateina Hanuov-Nash,女,164.0,52.0,{'捷克共和国'}
45869,Yuzuru Hanyu,男,171.0,NAN,{'日本'}
45870,Martin Hanzal,男,198.0,107.0,{'捷克共和国'}
45871,Tsutomu Hanzawa,男,160.0,63.0,{'日本'}
45876,Steffi Hanzlik (-Jacob),女,169.0,63.0,{'德国'}
45887,Maura Jo Haponski,女,168.0,51.0,{'美国'}
45888,Dieter Happ,男,190.0,90.0,{'奥地利'}
45895,Janne Mikael Happonen,男,180.0,63.0,{'芬兰'}
45898,Daigo Hara,男,164.0,53.0,{'日本'}
45906,Izet Harai,男,NAN,NAN,{'波斯尼亚和黑塞哥维那'}
45910,Madoka Harada,女,163.0,68.0,{'日本'}
45911,Masahiko Harada,男,173.0,58.0,{'日本'}
45927,Olaf Harry Haraldsen (Fykerud-),男,NAN,NAN,{'挪威'}
45929,Marit Haraldsen (-Foss),女,NAN,NAN,{'挪威'}
45930,Clas Oskar Haraldsson,男,NAN,NAN,{'瑞典'}
45932,Jhann Fririk Haraldsson,男,176.0,80.0,{'冰岛'}
45933,Kurt Harand,男,185.0,90.0,{'奥地利'}
45937,Andrs Harangvlgyi (Helmle),男,NAN,NAN,{'匈牙利'}
45943,Bla Hray,男,NAN,NAN,{'匈牙利'}
45953,Kevin Alan Harbut,男,180.0,85.0,{'英国'}
45962,Hannah Hardaway,女,160.0,55.0,{'美国'}
45973,Arne Hardenberg,男,NAN,NAN,{'丹麦'}
45985,Goodwin Warner Harding,男,NAN,NAN,{'美国'}
45991,"Tonya Maxine Harding (-Gillooly, -Smith, -Price)",女,155.0,48.0,{'美国'}
46008,"Albert ""Ab"" Hardy",男,NAN,NAN,{'加拿大'}
46018,Philippe Hardy,男,NAN,NAN,{'法国'}
46036,Janette Helene Hargin,女,168.0,65.0,{'瑞典'}
46037,Mattias Hargin,男,179.0,81.0,{'瑞典'}
46043,"Norman Edward ""Ted"" Hargreaves",男,180.0,81.0,{'加拿大'}
46045,Erwin Hari,男,NAN,NAN,{'瑞士'}
46050,Ingrid Roelinda Haringa,女,175.0,70.0,{'荷兰'}
46051,"Dominic Mark ""Dom"" Harington",男,187.0,77.0,{'英国'}
46058,Matti Olavi Harju,男,172.0,73.5,{'芬兰'}
46064,Kari Tapio Hrknen,男,175.0,65.0,{'芬兰'}
46068,Martin Harland,男,NAN,NAN,{'澳大利亚'}
46069,Henrik Eugne Harlaut,男,169.0,73.0,{'瑞典'}
46075,David A. Harlock,男,188.0,89.0,{'加拿大'}
46095,"Eric J. ""E.J."" Harnden",男,185.0,84.0,{'加拿大'}
46098,Ryan Harnden,男,183.0,91.0,{'加拿大'}
46100,Jn Harni,男,180.0,90.0,{'斯洛伐克'}
46130,"Gregory ""Greg"" Harrell",男,195.0,111.0,{'美国'}
46133,Alois Harrer,男,NAN,NAN,{'德国'}
46135,Viona Harrer,女,169.0,54.0,{'德国'}
46137,"Philip James Charles ""Phil"" Harries",男,183.0,88.0,{'英国'}
46141,Cornelia Kelleher Harrington,女,157.0,NAN,{'美国'}
46143,John Michael Harrington,男,178.0,82.0,{'美国'}
46160,Devon Desmond Harris,男,178.0,97.0,{'牙买加'}
46175,Madonna Harris (Gilchrist-),女,NAN,NAN,{'新西兰'}
46177,"Michael ""Mike"" Harris",男,185.0,95.0,{'加拿大'}
46183,"Robert Barton ""Rob"" Harris",男,182.0,81.0,{'美国'}
46199,"Clifford ""Cliff"" Harrison",男,NAN,NAN,{'美国'}
46212,Noel Harrison,男,NAN,NAN,{'英国'}
46222,"Stephen John ""Steve"" Harrison",男,190.0,95.0,{'新西兰'}
46225,Maya Harrisson,女,161.0,53.0,{'巴西'}
46231,Curtis Harry,男,177.0,100.0,{'特立尼达'}
46233,Troels Harry,男,183.0,86.0,{'丹麦'}
46236,"Jennifer ""Jenny"" Har",女,175.0,65.0,{'德国'}
46257,Richard Hart,男,185.0,86.0,{'加拿大'}
46281,Hans Hartleb,男,168.0,64.0,{'德国'}
46287,Michael Hartley,男,178.0,79.0,{'加拿大'}
46290,Eduard Hartman,男,183.0,80.0,{'斯洛伐克'}
46295,"Andreas ""Andy"" Hartmann",男,172.0,60.0,{'瑞士'}
46300,Hans-Jrgen Hartmann,男,181.0,97.0,{'德国'}
46314,Jukka Markus Hartonen,男,177.0,67.0,{'芬兰'}
46330,Andr Hartwig,男,184.0,80.0,{'德国'}
46335,Ebbe Hvidegrd Hartz,男,188.0,78.0,{'丹麦'}
46343,Arsen Harutyunyan,男,160.0,60.0,{'亚美尼亚'}
46347,tefan Harvan,男,NAN,NAN,{'捷克共和国'}
46349,Alex Harvey,男,184.0,75.0,{'加拿大'}
46352,Duncan Harvey,男,183.0,102.0,{'澳大利亚'}
46364,Pierre Harvey,男,183.0,71.0,{'加拿大'}
46367,"Johannes ""Johs"" Harviken",男,185.0,75.0,{'挪威'}
46390,Oto Hak,男,186.0,90.0,"{'斯洛伐克', '捷克共和国'}"
46399,Keiko Hasegawa,女,159.0,57.0,{'日本'}
46405,Tsugio Hasegawa,男,NAN,NAN,{'日本'}
46408,Dominik Haek,男,183.0,77.0,{'捷克共和国'}
46412,Karl Hseli,男,182.0,90.0,{'瑞士'}
46413,Oswald Haselrieder,男,178.0,71.0,{'意大利'}
46416,Sebastian Haseney,男,172.0,66.0,{'德国'}
46419,Louis Hasenknopf,男,NAN,NAN,{'奥地利'}
46437,Michiyo Hashimoto,女,157.0,46.0,{'日本'}
46438,Seiko Hashimoto (-Ishizaki),女,156.0,58.0,{'日本'}
46443,Ali Fuad Hal,男,179.0,77.0,{'土耳其'}
46444,Tom Hasilla,男,180.0,74.0,{'斯洛伐克'}
46451,Franz Haslberger,男,NAN,NAN,{'德国'}
46452,Beat Hsler,男,169.0,60.0,{'瑞士'}
46457,Jrgen Hasler,男,180.0,90.0,{'列支敦士登'}
46458,Markus Hasler,男,171.0,68.0,{'列支敦士登'}
46459,Patrick Hasler,男,NAN,NAN,{'列支敦士登'}
46460,Patrik Hasler,男,170.0,68.0,{'瑞士'}
46463,Edward Bruce Haslingden,男,NAN,NAN,{'澳大利亚'}
46464,Marianne Haslum,女,182.0,67.0,{'挪威'}
46465,Paul Haslwanter,男,NAN,NAN,{'奥地利'}
46468,Ernst Haspinger,男,176.0,84.0,{'意大利'}
46526,Maija Johanna Hassinen,女,161.0,52.0,{'芬兰'}
46529,Albert Hassler,男,NAN,NAN,{'法国'}
46531,Nicole Hassler,女,157.0,47.0,{'法国'}
46540,"Christopher Scott ""Chris"" Hastings",男,173.0,70.0,{'美国'}
46541,"Jeffrey Paul ""Jeff"" Hastings",男,173.0,66.0,{'美国'}
46545,Heikki Vihtori Hasu,男,176.0,68.0,{'芬兰'}
46555,Yosuke Hatakeyama,男,175.0,64.0,{'日本'}
46556,Akiko Hatanaka,女,163.0,63.0,{'日本'}
46557,Miyuki Hatanaka,女,153.0,54.0,{'日本'}
46566,Derian John Hatcher,男,195.0,107.0,{'美国'}
46567,Kevin John Hatcher,男,193.0,102.0,{'美国'}
46571,"Georgina Melissa ""Gina"" Hathorn (-Sopwith)",女,169.0,65.0,{'英国'}
46572,Tommi Juhani Hti,男,188.0,85.0,{'芬兰'}
46577,Andrea Hatle,女,175.0,65.0,{'德国'}
46579,"Oldka ""Olina"" Htlov-Tylov (-Nagenrauft)",女,171.0,69.0,{'捷克共和国'}
46588,Kre Hatten,男,NAN,NAN,{'挪威'}
46591,Ola Vigen Hattestad,男,186.0,85.0,{'挪威'}
46592,Stine Lise Hattestad (-Bratsberg),女,172.0,64.0,{'挪威'}
46597,Mark Hatton,男,180.0,90.0,{'英国'}
46603,Teuvo Juhani Hatunen,男,179.0,75.0,{'芬兰'}
46605,Andreas Htveit,男,186.0,NAN,{'挪威'}
46613,Brett Timothy Hauer,男,188.0,91.0,{'美国'}
46615,Torodd Hilding Hauer,男,NAN,NAN,{'挪威'}
46623,Linn Haug,女,160.0,NAN,{'挪威'}
46625,Thorleif Haug (Johnsen-),男,NAN,NAN,{'挪威'}
46626,Anders Olsen Haugen,男,179.0,NAN,{'美国'}
46628,Lars Haugen,男,183.0,83.0,{'挪威'}
46629,Leif Haugen,男,184.0,90.0,{'挪威'}
46630,Leif Kristian Haugen,男,185.0,NAN,{'挪威'}
46635,Villy Haugen,男,NAN,NAN,{'挪威'}
46642,Maren Haugli (-Tufto),女,173.0,62.0,{'挪威'}
46643,Sverre Haugli,男,183.0,79.0,{'挪威'}
46644,Sverre Ingolf Haugli,男,NAN,NAN,{'挪威'}
46646,Max Hauke,男,181.0,74.0,{'奥地利'}
46649,Juha Haukkala,男,189.0,108.0,{'芬兰'}
46657,"Gabriele ""Gabi"" Haupt (Nobis-)",女,169.0,59.0,{'德国'}
46659,Sebastian Haupt,男,169.0,78.0,{'德国'}
46665,Maylin Hausch-Wende,女,154.0,48.0,{'德国'}
46671,"Eduard ""Edi"" Hauser",男,172.0,57.0,{'瑞士'}
46674,Heinz Hauser,男,NAN,NAN,{'德国'}
46675,Jan Hauser,男,187.0,80.0,{'瑞士'}
46676,Josef Hauser,男,176.0,75.0,{'奥地利'}
46680,Lisa Theresa Hauser,女,174.0,65.0,{'奥地利'}
46681,Thomas Hauser,男,NAN,NAN,{'奥地利'}
46683,Regina Husl,女,167.0,62.0,{'德国'}
46689,Gerhard Hausner,男,182.0,97.0,{'奥地利'}
46691,Gudrun Hauss,女,164.0,53.0,{'德国'}
46692,Sonnhilde Hausschild-Kallus,女,NAN,NAN,{'德国'}
46696,Simone Hye-Soon Hauswald (Denkinger-),女,168.0,56.0,{'德国'}
46697,Christian Hauswirth,男,174.0,63.0,{'瑞士'}
46703,Matti Antero Hautamki,男,177.0,64.0,{'芬兰'}
46711,Jan Havel,男,174.0,80.0,{'捷克共和国'}
46715,Anders Niclas Hvelid,男,182.0,90.0,{'瑞典'}
46725,Ralph Carl Havens,男,180.0,75.0,{'美国'}
46734,Joachim Havikhagen,男,194.0,NAN,{'挪威'}
46737,Martin Havlt,男,187.0,95.0,{'捷克共和国'}
46744,Albeta Havrankov,女,167.0,63.0,"{'斯洛伐克', '捷克共和国'}"
46745,Ivan Havrnek,男,NAN,NAN,{'捷克共和国'}
46789,Cody Hay,男,180.0,80.0,{'加拿大'}
46794,Kirsty Hay (Addison-),女,172.0,67.0,{'英国'}
46795,Lachlan Hay,男,178.0,71.0,{'澳大利亚'}
46808,Masahiro Hayama,男,NAN,NAN,{'日本'}
46809,Kiyoshi Hayasaka,男,170.0,65.0,{'日本'}
46817,Yumie Hayashi-Funayama,女,153.0,45.0,{'日本'}
46818,Goro Hayashibe,男,180.0,87.0,{'日本'}
46822,Michael Haybck,男,182.0,65.0,{'奥地利'}
46828,Ashley Hayden (-Walden),女,175.0,63.0,{'美国'}
46830,James Curt Hayden,男,NAN,NAN,{'挪威'}
46834,"Gregory ""Greg"" Haydenluck",男,180.0,89.0,{'加拿大'}
46837,Stanley Hayer,男,193.0,100.0,"{'加拿大', '捷克共和国'}"
46855,Damon Hayler,男,184.0,87.0,{'澳大利亚'}
46875,Todd Dennys Hays,男,190.0,107.0,{'美国'}
46887,Todd Mitchell Haywood,男,171.0,75.0,{'新西兰'}
46949,"Donald Charles ""Don"" Head",男,178.0,91.0,{'加拿大'}
46961,Tania Elisabeth Heald (-Dereham),女,155.0,53.0,{'英国'}
46966,Richard J. Healey,男,162.0,79.0,{'美国'}
46974,Geraldine Anne Heaney,女,173.0,64.0,{'加拿大'}
46988,John Graham Hearn,男,NAN,NAN,{'英国'}
46993,"Alexander ""Alex"" Heath",男,175.0,75.0,{'南非'}
46994,"Clarita Heath (-Reiter, -Bright)",女,NAN,NAN,{'美国'}
47004,"Daniel James ""Dany"" Heatley",男,191.0,97.0,{'加拿大'}
47006,"John Rutherford ""Jack"" Heaton",男,NAN,NAN,{'美国'}
47007,Jennison Heaton,男,NAN,NAN,{'美国'}
47010,Henry Hebbe (Svendsen-),男,NAN,NAN,{'挪威'}
47013,Ion Hebedeanu,男,NAN,NAN,{'罗马尼亚'}
47017,"Christopher ""Chris"" Heberle",男,NAN,NAN,{'澳大利亚'}
47021,"Benjamin ""Ben"" Hebert",男,180.0,94.0,{'加拿大'}
47028,"Rodney ""Rod"" Hebron",男,178.0,79.0,{'加拿大'}
47037,"Waltraud J. ""Traudl"" Hecher (-Grgl)",女,NAN,NAN,{'奥地利'}
47040,Jochen Thomas Hecht,男,187.0,80.0,{'德国'}
47053,"Josef ""Sepp"" Heckelmiller",男,185.0,82.0,{'德国'}
47054,Sarah Stefanie Hecken,女,170.0,58.0,{'德国'}
47057,Burgel Heckmair,女,164.0,58.0,{'德国'}
47058,Steven Ryan Heckman,男,178.0,65.0,{'美国'}
47063,Sara Maria Hector,女,167.0,66.0,{'瑞典'}
47068,Claes Johan Hedberg,男,182.0,84.0,{'瑞典'}
47071,Brje Gunnar Hedblom,男,176.0,79.0,{'瑞典'}
47082,Andrew Hedges,男,180.0,85.0,{'英国'}
47088,Bret Michael Hedican,男,188.0,89.0,{'美国'}
47089,Daniel Hediger,男,183.0,76.0,{'瑞士'}
47091,Jovian Hediger,男,177.0,79.0,{'瑞士'}
47094,Harald Nils Hedjerson,男,NAN,NAN,{'瑞典'}
47097,Gthe Emanuel Hedlund,男,NAN,NAN,{'瑞典'}
47098,Per Heike Hedlund,男,176.0,61.0,{'瑞典'}
47099,Karl Torsten Henric Hedlund,男,183.0,83.0,{'瑞典'}
47100,Per Erik Hedlund,男,NAN,NAN,{'瑞典'}
47101,Ylva Marianne Hedlund (-Langermo),女,167.0,64.0,{'瑞典'}
47106,Chad Paul Hedrick,男,180.0,76.0,{'美国'}
47107,Jason Hedstrand,男,180.0,79.0,{'美国'}
47114,Birgit Heeb-Batliner,女,160.0,53.0,{'列支敦士登'}
47115,Siobhan Heekin-Canedy,女,168.0,51.0,{'乌克兰'}
47116,Werner Heel,男,184.0,85.0,{'意大利'}
47122,Ronny Heer,男,175.0,62.0,{'瑞士'}
47137,Jayna Hefford,女,163.0,63.0,{'加拿大'}
47140,Beat Hefti,男,183.0,110.0,{'瑞士'}
47141,Marianne Hefti (-Stoll),女,162.0,64.0,{'瑞士'}
47156,Idora Hegel,女,167.0,53.0,{'克罗地亚'}
47157,Dieter Hegen,男,184.0,87.0,{'德国'}
47162,Inger Lise Hegge (-Langli-),女,NAN,NAN,{'挪威'}
47163,Ole Johan Hegge (Iversen-),男,165.0,NAN,{'挪威'}
47165,Anne Heggtveit (-Hamilton),女,160.0,51.0,{'加拿大'}
47179,Georg Heibl,男,186.0,93.0,{'德国'}
47185,Moritz Heidegger,男,NAN,NAN,{'列支敦士登'}
47191,"Elizabeth Lee ""Beth"" Heiden (-Reid)",女,157.0,48.0,{'美国'}
47192,Eric Arthur Heiden,男,185.0,84.0,{'美国'}
47193,"Simon ""Siem"" Heiden",男,NAN,NAN,{'荷兰'}
47201,Adam Heidt,男,178.0,90.0,{'美国'}
47202,Derek Heidt,男,178.0,73.0,{'加拿大'}
47203,Michael Heidt,男,186.0,87.0,{'德国'}
47205,Bernadett Heidum,女,169.0,60.0,{'匈牙利'}
47207,Waldemar Heigenhauser,男,169.0,63.0,{'奥地利'}
47217,Kyle Heikkila,男,NAN,NAN,{'美国维尔京群岛'}
47223,Frans Heikkinen,男,165.0,61.0,{'芬兰'}
47224,Kalle Heikkinen,男,170.0,72.0,{'芬兰'}
47226,Matti Heikkinen,男,173.0,60.0,{'芬兰'}
47229,Jennifer Heil,女,162.0,56.5,{'加拿大'}
47250,Ivan Heimschild,男,180.0,89.0,{'斯洛伐克'}
47277,Erika Heinicke (-Pflger),女,166.0,60.0,{'德国'}
47278,Megan Elizabeth Heinicke-Tandy,女,170.0,59.0,{'加拿大'}
47296,Alfred Heinrich,男,NAN,NAN,{'德国'}
47302,Romain Heinrich,男,188.0,105.0,{'法国'}
47303,Tibor Heinrich von Omorovicza,男,NAN,NAN,{'匈牙利'}
47320,"Stephen Herbert ""Steve"" Heinze",男,183.0,86.0,{'美国'}
47324,Franz Heinzer,男,181.0,80.0,{'瑞士'}
47326,Walter Heinzl,男,NAN,NAN,{'捷克共和国'}
47327,Karl Heinzle,男,NAN,NAN,{'奥地利'}
47331,Josef Hei,男,180.0,88.0,{'德国'}
47332,Stella Hei,女,168.0,49.0,{'德国'}
47337,Carol Elizabeth Heiss (-Jenkins),女,NAN,NAN,{'美国'}
47344,Regine Heitzer,女,NAN,NAN,{'奥地利'}
47347,Jan Hejda,男,189.0,100.0,{'捷克共和国'}
47351,Milan Hejduk,男,183.0,87.0,{'捷克共和国'}
47355,Petr Hejma,男,175.0,71.0,{'捷克共和国'}
47370,Per-Ulf Helander,男,173.0,69.0,{'瑞典'}
47387,"Guillaume ""Willy"" Heldenstein",男,NAN,NAN,{'卢森堡'}
47393,Armin Helfer,男,191.0,88.0,{'意大利'}
47400,Finn Helgesen,男,NAN,NAN,{'挪威'}
47405,Hanna Viktoria Helgesson,女,165.0,56.0,{'瑞典'}
47407,Peter Heli,男,170.0,62.0,{'爱沙尼亚'}
47408,Louis-Pierre Hlie,男,180.0,90.0,{'加拿大'}
47410,Anne Helin,女,170.0,68.0,{'芬兰'}
47414,Gnther Hell,男,176.0,84.0,{'意大利'}
47416,Peter Hell,男,NAN,NAN,{'德国'}
47436,Otto Heller,男,NAN,NAN,{'瑞士'}
47446,Anna Carola Hellman,女,174.0,64.0,{'瑞典'}
47447,ke Lennart Hellman,男,NAN,NAN,{'瑞典'}
47448,Olof Christian Tobias Hellman,男,182.0,78.0,{'瑞典'}
47449,Vilhelm Alexander Hellman,男,NAN,NAN,{'瑞典'}
47457,Carl Marcus Joakim Hellner,男,183.0,75.0,{'瑞典'}
47482,Frigyes Helmeczi (Heuthaller),男,NAN,NAN,{'匈牙利'}
47486,Raimo Ilmari Helminen,男,183.0,90.0,{'芬兰'}
47516,"Anthony ""Thony"" Hemery",男,181.0,82.0,{'法国'}
47524,Mari Hemmer,女,167.0,NAN,{'挪威'}
47528,Heini Hemmi,男,163.0,60.0,{'瑞士'}
47542,Ferenc Hemrik,男,NAN,NAN,{'匈牙利'}
47543,Katalin Hemrik (Hellner-),女,163.0,58.0,{'匈牙利'}
47545,Ale Hemsk,男,183.0,84.0,{'捷克共和国'}
47565,Alan Charles Henderson,男,185.0,96.0,{'新西兰'}
47587,George Scott Robert Henderson,男,178.0,76.0,{'加拿大'}
47590,Wayne Henderson,男,183.0,75.0,{'加拿大'}
47595,Darby Joseph Hendrickson,男,185.0,86.0,{'美国'}
47597,Sarah Catherine Hendrickson,女,160.0,44.0,{'美国'}
47599,Jorik Hendrickx,男,175.0,NAN,{'比利时'}
47614,Naji Heneine,男,NAN,NAN,{'黎巴嫩'}
47616,Christina Hengster,女,177.0,76.0,{'奥地利'}
47617,Marit Henie (-Moe),女,NAN,NAN,{'挪威'}
47618,"Sonja Henie (-Topping, -Gardiner, -Onstad)",女,155.0,45.0,{'挪威'}
47626,Joanne Patricia Henke (-McDougall),女,NAN,NAN,{'澳大利亚'}
47627,Andrea Henkel (-Burke),女,159.0,49.0,{'德国'}
47629,Manuela Henkel,女,168.0,56.0,{'德国'}
47631,"Reinhold ""Roy"" Henkel",男,NAN,NAN,{'加拿大'}
47636,Kayo Henmi,女,158.0,51.0,{'日本'}
47638,Hans Henn,男,NAN,NAN,{'德国'}
47645,"Barbara-Maria ""Barbi"" Henneberger",女,168.0,51.0,{'德国'}
47667,Anne Elizabeth Henning (-Walker),女,170.0,66.0,{'美国'}
47673,Niklas Eric Henning,男,180.0,71.0,{'瑞典'}
47683,Kurt Hennrich,男,NAN,NAN,{'捷克共和国'}
47693,Taylor Henrich,女,166.0,54.0,{'加拿大'}
47700,Erik Christian Henriksen,男,190.0,86.0,{'美国'}
47708,Leif Gunnar Henriksson,男,186.0,74.0,{'瑞典'}
47751,"Kenneth Charles ""Ken"" Henry",男,NAN,NAN,{'美国'}
47756,Peter John Douglas Henry,男,183.0,92.0,{'新西兰'}
47762,"Deborah ""Debbie"" Henry-McCormick",女,170.0,77.0,{'美国'}
47771,"Russell ""Russ"" Henshaw",男,188.0,85.0,{'澳大利亚'}
47782,Nikolai Hentsch,男,186.0,83.0,{'巴西'}
47786,Jukka Mika Petteri Hentunen,男,178.0,85.0,{'芬兰'}
47791,Stanislav Henych,男,174.0,71.0,{'捷克共和国'}
47796,Charles Henzen,男,173.0,78.0,{'瑞士'}
47828,Maxi Herber (-Baier),女,NAN,NAN,{'德国'}
47829,Daniel Herberg,男,179.0,71.0,{'德国'}
47830,"James F. ""Jim"" Herberich",男,190.0,93.0,{'美国'}
47837,John Alan Adolphus Herbert,男,188.0,76.0,{'英国'}
47841,Paolo Herbert,男,NAN,NAN,{'意大利'}
47845,Georgette Herbos,女,NAN,NAN,{'比利时'}
47852,Reinfried Herbst,男,182.0,84.0,{'奥地利'}
47858,Raphael Herburger,男,178.0,77.0,{'奥地利'}
47869,Marian Herda,男,NAN,NAN,{'波兰'}
47884,Selina Heregger,女,169.0,65.0,{'奥地利'}
47886,Remi Andr Hereide,男,183.0,73.0,{'挪威'}
47893,Maria Herichov,女,174.0,65.0,{'斯洛伐克'}
47894,"Antoine ""Antonio"" Herin",男,NAN,NAN,{'意大利'}
47907,Arne Herjuaune,男,172.0,68.0,{'挪威'}
47909,Erich Otto Friedrich Herker,男,NAN,NAN,{'德国'}
47925,Keri Marie Herman,女,170.0,63.0,{'美国'}
47930,Jnis Hermanis,男,186.0,80.0,{'拉脱维亚'}
47945,Askolds Feliss Hermanovskis,男,173.0,NAN,{'拉脱维亚'}
47953,Henry Arne Hermansen,男,NAN,NAN,{'挪威'}
47956,Luk Hemansk,男,180.0,70.0,{'捷克共和国'}
47957,Anna Maria Hermansson,女,165.0,58.0,{'瑞典'}
48028,"Jacqueline ""Jackie"" Hernandez",女,183.0,96.0,{'美国'}
48072,Regino Hernndez Martn,男,184.0,72.0,{'西班牙'}
48107,Luis Alberto Hernando Alzaga,男,184.0,73.0,{'西班牙'}
48114,Margus Hernits,男,174.0,62.0,{'爱沙尼亚'}
48116,Ilkka Herola,男,172.0,55.0,{'芬兰'}
48124,Alexander Herr,男,174.0,58.0,{'德国'}
48127,Olof Arthur Herrdin,男,NAN,NAN,{'瑞典'}
48161,Laro Herrero Echavarri ,男,182.0,64.0,{'西班牙'}
48162,Rafael Herrero Mart,男,NAN,NAN,{'西班牙'}
48175,Denise Herrmann,女,175.0,61.0,{'德国'}
48178,Hans Herrmann,男,NAN,NAN,{'瑞士'}
48182,Paul Herrmann,男,173.0,67.0,{'德国'}
48187,Hugo Herrnhof,男,182.0,75.0,{'意大利'}
48194,Nicole Herschmann,女,180.0,71.0,{'德国'}
48205,"Martinus Anthonius Johannes Maria ""Martin"" Hersman",男,188.0,89.0,{'荷兰'}
48221,Nathalie Herv,女,164.0,51.0,{'法国'}
48231,Bernd Herzig,男,180.0,80.0,{'德国'}
48236,Michael Herzog,男,188.0,86.0,{'奥地利'}
48239,Gabriele He,女,171.0,45.0,{'德国'}
48240,Hans He,男,NAN,NAN,{'德国'}
48249,Gerd Heler,男,169.0,64.0,{'德国'}
48253,Erika Hess (-Reymond),女,163.0,53.0,{'瑞士'}
48258,Monika Hess (-Wicki),女,NAN,NAN,{'瑞士'}
48263,Anna-Karin Hesse,女,165.0,53.0,{'瑞典'}
48266,Judith Hesse (-Dannhauer),女,158.0,50.0,{'德国'}
48268,Veronika Hesse-Schmidt,女,160.0,55.0,{'德国'}
48270,Mats Gunnar Hessel,男,177.0,78.0,{'瑞典'}
48271,"John Michael ""Mike"" Hessel",男,186.0,89.0,{'美国'}
48277,Minna Birgitta Hesso,女,164.0,57.0,{'芬兰'}
48293,Tor-Arne Hetland,男,186.0,79.0,{'挪威'}
48298,Georg Hettich,男,179.0,64.0,{'德国'}
48299,Urban Hettich,男,178.0,77.0,{'德国'}
48314,Sebastian Heufler,男,192.0,97.0,{'奥地利'}
48315,"James Frederic ""Jimmy"" Heuga",男,168.0,72.0,{'美国'}
48320,Josef Heumann,男,190.0,76.0,{'德国'}
48321,Tyson Heung,男,180.0,79.0,{'德国'}
48330,tpn Hevk,男,NAN,NAN,{'捷克共和国'}
48343,Jessica Hewitt,女,165.0,53.0,{'加拿大'}
48354,"Joanne Selden Hewson (-Staniforth, -Rees)",女,NAN,NAN,{'加拿大'}
48361,Christoph Heyder,男,194.0,107.0,{'德国'}
48372,Andreas Heymann,男,180.0,79.0,{'法国'}
48374,Carsten Heymann,男,176.0,79.0,{'德国'}
48375,Delphyne Heymann-Burlet,女,163.0,56.0,{'法国'}
48387,Stefan Heythausen,男,182.0,70.0,{'德国'}
48396,"Thomas Edward ""Ted"" Hibberd",男,NAN,NAN,{'加拿大'}
48408,"William David ""Bill"" Hickey",男,186.0,82.0,{'美国'}
48409,"Robert ""Bob"" Hickey",男,183.0,86.0,{'美国'}
48410,Colin Edward Hickey,男,162.0,56.0,{'澳大利亚'}
48413,Stephanie Hickey,女,165.0,55.0,{'澳大利亚'}
48414,"James John ""Jim"" Hickey, Jr.",男,180.0,67.0,{'美国'}
48420,David Anthony Hicks,男,163.0,69.0,{'美国'}
48425,"Thomas A. ""Tom"" Hicks",男,NAN,NAN,{'美国'}
48427,Takayuki Hida,男,170.0,65.0,{'日本'}
48440,Lszl Hdvghy (Heckmann-),男,NAN,NAN,{'匈牙利'}
48446,Ulf Hielscher,男,185.0,91.0,{'德国'}
48447,Ulrich Hiemer,男,186.0,85.0,{'德国'}
48456,Kalervo Johannes Hietala,男,NAN,NAN,{'芬兰'}
